deviceId,UsageKWh,Voltage,Current,Latitude,Longitude,IngestedAt,Date,Time,DayNight,Hour,DayOfWeek,IsWeekend,Month,Usage_lag1,Usage_lag24,Usage_roll3,Usage_roll24
cva9x4nbf,41.15,44.24,16.68,48.7059,-74.1798,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,68.66629770344782,52.74925751977493,71.76468838057491,51.90517882610553
cva9x4nbf,48.11,93.89,24.9,44.8048,-94.3219,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,41.1516440638032,71.89249601871967,58.54232879872729,51.421944932106705
cva9x4nbf,24.52,59.31,45.09,47.831,-102.7039,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.11333994262522,74.18712448416196,52.643760569958744,50.43114676226944
cva9x4nbf,36.89,54.26,66.68,48.8096,-89.8949,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,24.520305109861926,42.57441940451966,37.92842970543011,48.361695955006944
cva9x4nbf,56.31,47.26,79.02,34.9289,-111.0944,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,36.88593392542776,61.41801142640654,36.50652632597163,48.124675726711445
cva9x4nbf,40.84,19.72,77.36,48.5697,-73.7303,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,56.31368220861857,18.07900620837052,39.23997374796942,47.91199534263694
cva9x4nbf,82.37,32.56,65.11,37.5156,-72.3428,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,40.83887008897268,25.733697778495195,44.67949540767301,48.8603230043287
cva9x4nbf,57.15,38.45,51.38,42.5143,-116.1337,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,82.37074404297829,32.1187064371161,59.841098780189846,51.2201999320155
cva9x4nbf,57.91,68.36,45.11,45.5283,-107.6829,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,57.14675943603115,30.911887581167868,60.118791189327375,52.26303547363696
cva9x4nbf,51.49,68.13,49.5,49.0525,-79.1179,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,57.909958619177296,63.77194182155501,65.80915403272891,53.38795510022067
cva9x4nbf,25.9,67.77,60.27,48.76,-109.8835,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,51.49216845446495,66.88156959213718,55.51629550322446,52.876297876591934
cva9x4nbf,32.23,67.52,68.26,39.6847,-98.8963,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,25.89620441396895,88.63137300341619,45.09944382920373,51.168574327501595
cva9x4nbf,23.12,33.23,65.59,45.7685,-96.0734,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,32.23357542445599,68.86210092034679,36.54064943096329,48.81866609504491
cva9x4nbf,50.12,23.55,50.66,36.2113,-96.8794,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,23.1176406349835,74.29110579396726,27.082473491136145,46.91264691648811
cva9x4nbf,46.77,38.59,29.75,43.5271,-73.1429,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,50.1178331547924,45.2691194884917,35.156349738077296,45.90542722318915
cva9x4nbf,80.43,34.18,13.6,45.717,-92.9694,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,46.76547684092252,21.60952671006472,40.00031687689947,45.9677754462071
cva9x4nbf,81.17,59.44,11.22,47.2726,-76.3819,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,80.43352361114286,36.88250170089758,59.10561120228592,48.41877531708536
cva9x4nbf,65.29,76.56,24.42,41.9016,-105.1336,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,81.16698582763536,4.359653800024678,69.45532875990024,50.26396215569944
cva9x4nbf,81.14,68.9,46.6,45.3351,-84.3534,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,65.28881619306217,43.25214727635512,75.62977521061346,52.80267725540933
cva9x4nbf,29.56,62.66,66.17,46.3227,-80.2437,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,81.13670790434627,48.363957952553314,75.8641699750146,54.38120061490897
cva9x4nbf,35.61,31.87,73.32,48.4387,-77.4219,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,29.56259740121944,58.59062176626607,58.662707166209294,53.597810591936714
cva9x4nbf,20.31,42.82,65.41,43.0341,-86.6081,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,35.61294242307157,80.81872280934604,48.770749242879084,52.64040728597029
cva9x4nbf,14.7,15.99,48.64,42.9786,-89.9832,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,20.308282836838643,65.80904462893086,28.494607553709884,50.119138953782475
cva9x4nbf,39.13,38.65,34.29,37.1454,-85.5325,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,14.703219107431163,68.66629770344782,23.54148145578046,47.989729557053316
cva9x4nbf,31.91,72.18,54.01,34.9904,-66.6567,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,39.13461588432956,41.1516440638032,24.715372609533123,46.75924281459006
cva9x4nbf,40.89,43.32,39.9,36.2591,-98.2507,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,31.90899392468728,48.11333994262522,28.58227630548267,46.3741323921269
cva9x4nbf,66.92,43.71,38.36,43.9645,-83.4824,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,40.88982643015042,24.520305109861926,37.311145413055755,46.07315266244044
cva9x4nbf,48.63,26.74,48.78,42.2099,-112.263,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,66.92148965947436,36.88593392542776,46.573436671437356,47.83986868534097
cva9x4nbf,85.01,25.93,63.24,39.1028,-69.6566,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.632338221415566,56.31368220861857,52.147884770346785,48.32930219767379
cva9x4nbf,57.48,46.91,71.6,37.5881,-88.1453,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,85.01013348713482,40.83887008897268,66.85465378934158,49.524987667611974
cva9x4nbf,48.02,64.64,67.69,33.1386,-87.8522,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,57.483551915815326,82.37074404297829,63.70867454145523,50.21851607706375
cva9x4nbf,48.23,74.03,53.07,39.9015,-95.7576,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.02178121658609,57.14675943603115,63.50515553984541,48.78730929263074
cva9x4nbf,14.32,65.79,35.92,44.4485,-89.4637,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.23433119822801,57.909958619177296,51.24655477687648,48.415958116055606
cva9x4nbf,31.57,57.95,26.05,33.788,-93.6401,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,14.319127545154196,51.49216845446495,36.85841331998943,46.59967348797131
cva9x4nbf,25.51,44.46,28.88,33.2839,-91.2766,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,31.56507332928132,25.89620441396895,31.372844024221177,45.76937785775533
cva9x4nbf,51.4,11.62,42.03,46.1321,-107.2912,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,25.507163263035952,32.23357542445599,23.797121379157158,45.75316780979978
cva9x4nbf,58.68,42.49,56.63,48.1428,-95.7033,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,51.39815884499818,23.1176406349835,36.156798479105156,46.551692118989045
cva9x4nbf,80.99,41.89,63.35,41.2496,-106.9136,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,58.683466268887294,50.1178331547924,45.196262792307145,48.0336015204017
cva9x4nbf,85.48,53.47,57.39,40.0929,-98.3763,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,80.98809152067177,46.76547684092252,63.68990554485242,49.31986228564668
cva9x4nbf,61.53,84.53,41.97,47.7943,-101.1112,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,85.4844539423517,80.43352361114286,75.05200391063693,50.933152998206225
cva9x4nbf,75.83,61.06,26.72,34.766,-88.197,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,61.528163180249365,81.16698582763536,76.00023621442428,50.145429646918984
cva9x4nbf,24.88,67.69,21.93,48.0452,-76.0574,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,75.82768284534468,65.28881619306217,74.28009998931526,49.92295868932354
cva9x4nbf,30.22,25.4,32.24,37.1991,-114.8223,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,24.88340971756222,81.13670790434627,54.07975191438543,48.23940008617772
cva9x4nbf,24.89,38.45,53.72,38.6298,-104.3355,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,30.21716898484828,29.56259740121944,43.64275384925173,46.117752631198634
cva9x4nbf,14.1,29.1,75.82,34.6041,-106.4557,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,24.891326238291622,35.61294242307157,26.66396831356738,45.92311633274331
cva9x4nbf,50.01,25.8,87.06,43.061,-104.2006,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,14.098293739805095,20.308282836838643,23.068929654315003,45.0266726376072
cva9x4nbf,48.3,84.5,81.61,34.844,-108.0901,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,50.01359556426068,14.703219107431163,29.667738514119137,46.26439400124979
cva9x4nbf,74.19,52.59,62.7,43.8808,-103.9496,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.29590811324926,39.13461588432956,37.46926580577168,47.66408937649222
cva9x4nbf,68.02,81.37,40.76,45.0764,-112.5307,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,74.19063067699867,31.90899392468728,57.500044784836206,49.124756659520095
cva9x4nbf,75.03,57.01,27.44,37.1724,-70.6307,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,68.0171975439304,40.88982643015042,63.5012454447261,50.629265143655225
cva9x4nbf,54.54,38.7,29.26,46.2683,-105.4246,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,75.02869513791714,66.92148965947436,72.41217445294875,52.051718006478836
cva9x4nbf,39.05,35.02,43.9,42.0682,-78.4552,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,54.53687685245193,48.632338221415566,65.86092317809982,51.535692472852894
cva9x4nbf,48.73,11.24,61.93,47.3083,-70.0631,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,39.0518772196861,85.01013348713482,56.205816403351726,51.136506597780844
cva9x4nbf,15.69,63.81,72.42,34.1254,-100.7548,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.72916367115992,57.483551915815326,47.43930591443265,49.62479952211521
cva9x4nbf,53.71,39.25,69.3,41.0083,-107.282,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,15.691985984595574,48.02178121658609,34.49100895848053,47.883484274981065
cva9x4nbf,47.45,76.85,54.7,34.159,-115.2483,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,53.7053886161932,48.23433119822801,39.37551275731624,48.12030124996469
cva9x4nbf,55.84,81.91,37.31,47.8623,-109.5952,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,47.44870066927942,14.319127545154196,38.948691756689406,48.087566644591824
cva9x4nbf,78.15,45.87,27.06,42.464,-86.9925,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,55.84234930719462,31.56507332928132,52.33214619755575,49.817700884676846
cva9x4nbf,53.91,54.04,29.09,38.8471,-92.8918,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,78.15303657132199,25.507163263035952,60.48136218259868,51.758866019761875
cva9x4nbf,60.56,19.77,40.81,37.6108,-94.6795,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,53.91045237392398,51.39815884499818,62.635279417480206,52.942336399382214
cva9x4nbf,34.69,36.6,53.69,48.8081,-77.4823,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,60.55816423782018,58.683466268887294,64.20721772768873,53.32400329074979
cva9x4nbf,35.56,29.85,58.81,43.0176,-115.0175,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,34.69283666821259,80.98809152067177,49.72048442665226,52.32439372405501
cva9x4nbf,19.69,58.26,52.49,40.1795,-86.9678,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,35.555832948281264,85.4844539423517,43.60227795143802,50.4313829502054
cva9x4nbf,34.76,80.76,38.77,47.007,-103.6543,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,19.685173037312715,61.528163180249365,29.97794755126887,47.689746245828786
cva9x4nbf,53.0,57.92,27.28,34.0293,-76.7125,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,34.755190232482185,75.82768284534468,29.998732072692064,46.57420570633849
cva9x4nbf,48.71,71.84,27.25,47.9548,-91.2149,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,52.998013413861024,24.88340971756222,35.81279222788532,45.622969480026676
cva9x4nbf,94.28,44.83,41.8,35.038,-66.8313,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.71431601294314,30.21716898484828,45.48917321976213,46.61592390900088
cva9x4nbf,67.75,23.57,65.46,48.3975,-75.4781,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,94.28496299094276,24.891326238291622,65.33243080591565,49.285415325921484
cva9x4nbf,75.83,29.6,86.91,40.9426,-103.2502,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,67.74529966491693,14.098293739805095,70.24819288960094,51.07099755203086
cva9x4nbf,64.58,38.67,95.17,41.0681,-86.4238,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,75.83101039212072,50.01359556426068,79.28709101599348,53.64319407921068
cva9x4nbf,28.2,53.81,85.71,33.5475,-73.4215,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,64.58381052564573,48.29590811324926,69.38670686089448,54.250286369268395
cva9x4nbf,33.48,67.64,63.33,47.3703,-98.1199,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,28.201090781416795,74.19063067699867,56.205303899727745,53.413002313775365
cva9x4nbf,11.86,75.19,39.13,40.4819,-82.6258,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,33.47999253057459,68.0171975439304,42.08829794587905,51.71672572434104
cva9x4nbf,74.63,38.44,69.36,36.6083,-94.3684,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,11.860049266069344,75.02869513791714,24.513710859353584,49.37684454609683
cva9x4nbf,56.1,43.62,57.94,34.657,-115.2181,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,74.63175493567674,54.53687685245193,39.99059891077356,49.36030537100348
cva9x4nbf,58.2,58.56,48.01,48.9389,-84.7412,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,56.09537520470778,39.0518772196861,47.529059802151295,49.42524280234747
cva9x4nbf,37.27,90.97,47.59,35.5219,-74.4801,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,58.20235855905852,48.72916367115992,62.976496233147685,50.22317952482132
cva9x4nbf,28.4,49.26,58.2,34.9954,-71.2113,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,37.26822499331932,15.691985984595574,50.52198625236188,49.74564041324464
cva9x4nbf,50.99,64.83,73.59,33.1335,-91.0413,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,28.40267350810106,53.7053886161932,41.29108568682631,50.275252393390694
cva9x4nbf,27.85,37.16,83.21,37.8302,-75.2115,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,50.98584317527581,47.44870066927942,38.88558055889874,50.16193800001913
cva9x4nbf,71.17,19.21,78.63,32.8222,-82.5074,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,27.85134680613715,55.84234930719462,35.74662116317135,49.345381589054874
cva9x4nbf,65.07,35.36,58.82,38.2381,-70.2837,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,71.1650260467247,78.15303657132199,50.0007386760459,49.983826453201964
cva9x4nbf,64.2,43.43,31.39,37.8996,-103.2094,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,65.07486335456207,53.91045237392398,54.697078735807985,49.438902569170295
cva9x4nbf,74.4,67.58,8.81,37.7687,-97.363,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,64.19893860509046,60.55816423782018,66.81294266879242,49.8675894954689
cva9x4nbf,41.48,66.34,1.56,44.8946,-115.3618,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,74.39762807358059,34.69283666821259,67.89047667774439,50.44423382195891
cva9x4nbf,41.6,74.47,12.46,38.0345,-81.077,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,41.48381320761471,35.555832948281264,60.0267932954286,50.72719117776734
cva9x4nbf,18.19,59.16,35.18,46.8135,-114.0234,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,41.598092461865576,19.685173037312715,52.49317791435363,50.97895199083336
cva9x4nbf,29.7,27.59,57.8,45.4617,-94.8397,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,18.194454468818165,34.755190232482185,33.75878671276616,50.91683871714608
cva9x4nbf,23.89,31.78,69.59,47.2688,-74.1969,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,29.704551814874737,52.998013413861024,29.832366248519502,50.70639544974577
cva9x4nbf,49.17,34.82,66.72,43.5663,-97.8593,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,23.88594580068671,48.71431601294314,23.92831736145988,49.49339263253017
cva9x4nbf,72.81,32.86,54.05,44.317,-70.3057,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,49.17325947490586,94.28496299094276,34.254585696822446,49.51251527677862
cva9x4nbf,62.76,70.12,41.74,35.4558,-88.8426,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,72.80595213015195,67.74529966491693,48.621719135248185,48.617556490912335
cva9x4nbf,99.33,72.68,38.97,42.6043,-76.0607,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,62.76489412742907,75.83101039212072,61.58136857749563,48.41003959351701
cva9x4nbf,62.08,67.9,48.41,35.2412,-114.5918,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,99.3311590927366,64.58381052564573,78.30066845010587,49.389212456042664
cva9x4nbf,58.64,58.79,64.79,36.0978,-86.2099,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,62.07940654259083,28.201090781416795,74.72515325425218,49.28486229008205
cva9x4nbf,45.98,34.66,78.23,39.3029,-102.7487,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,58.64304780084647,33.47999253057459,73.35120447872465,50.55327716589162
cva9x4nbf,15.14,37.9,80.28,39.3284,-80.0979,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,45.980127313332666,11.860049266069344,55.56752721892334,51.074116115173204
cva9x4nbf,28.87,11.64,69.2,41.216,-97.4081,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,15.136045821847176,74.63175493567674,39.91974031200878,51.21061597166394
cva9x4nbf,20.83,56.24,50.88,38.5023,-78.089,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,28.870001898093246,56.09537520470778,29.995391677757706,49.30387626176463
cva9x4nbf,47.49,60.97,35.44,32.61,-91.1708,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,20.831316143992325,58.20235855905852,21.612454621310928,47.83454046756816
cva9x4nbf,48.94,58.87,30.94,36.5526,-112.0686,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,47.48633249233082,37.26822499331932,32.39588351147214,47.3880393814545
cva9x4nbf,75.89,90.2,38.73,40.4016,-84.2821,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,48.93545842868785,28.40267350810106,39.08436902167034,47.87417410792819
cva9x4nbf,71.38,43.01,52.37,38.5707,-99.2979,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,75.89385285965741,50.98584317527581,57.438547926892035,49.852973247576365
cva9x4nbf,57.35,50.59,61.73,36.0377,-100.5155,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,71.38255143921147,27.85134680613715,65.40395424251892,50.702836091907024
cva9x4nbf,71.16,18.25,59.2,40.5217,-85.2336,2025-08-16 18:12:41.365869+00:00,16 August 2025,06:12 PM,Night,18,5,1,8,57.34564960854559,71.1650260467247,68.2073513024715,51.93176537534071
